AFP	0.034565
AHR	2.692640
AIRE	0.015042
ALX1	0.015631
ALX3	0.023006
ALX4	0.039721
AR	0.367821
ARHGEF12	7.493580
ARID3A	3.032085
ARID3B	1.378680
ARID5A	8.309215
ARID5B	1.524735
ARNT	5.526850
ARNT2	2.380645
ARNTL	6.113825
ARNTL2	0.267796
ARX	3.547760
ASCL1	0.161116
ASCL2	2.238321
ATF1	3.181490
ATF2	4.686910
ATF3	10.704880
ATF4	119.024000
ATF5	10.324780
ATF6	2.111056
ATF6B	33.851400
ATF7	6.933295
ATOH1	0.012221
BACH1	1.805065
BACH2	1.118855
BARHL1	0.063604
BARHL2	0.004441
BARX1	1.017532
BARX2	3.021235
BATF	0.663232
BATF3	1.165318
BBX	2.823925
BCL2	1.038365
BCL6	15.595950
BCL6B	1.543660
BDP1	2.670325
BHLHA15	30.773350
BHLHE22	0.323259
BHLHE23	0.000000
BHLHE40	20.633500
BHLHE41	3.802875
BPTF	7.832055
BRCA1	0.439166
BSX	0.006148
CBX5	3.732240
CCDC6	5.786545
CCNT2	8.764295
CDC5L	1.767575
CDX1	0.036572
CDX2	1.964530
CEBPA	0.750081
CEBPB	7.359135
CEBPD	26.044700
CEBPE	0.040792
CEBPG	4.123590
CENPB	18.737300
CHD2	7.255210
CLOCK	1.381298
CPEB1	0.634846
CREB1	3.352455
CREB3	11.434525
CREB3L1	22.001250
CREB3L2	4.695935
CREB3L3	0.073906
CREB3L4	7.147495
CREB5	3.110940
CREM	8.923395
CRX	0.003569
CTCF	5.302280
CTCFL	0.010471
CUX1	13.234100
CUX2	0.021847
DBP	3.589330
DBX1	0.008130
DBX2	0.015486
DDIT3	15.812815
DLX1	0.083780
DLX2	0.016074
DLX3	0.207170
DLX4	0.104744
DLX5	0.017978
DLX6	0.033134
DMBX1	0.003557
DMC1	0.031491
DMRT1	0.003612
DMRT2	0.040286
DMRT3	0.000885
DMRTA1	0.331430
DMRTA2	0.007486
DMRTC2	0.009642
DUXA	0.001951
E2F1	0.346915
E2F2	0.111798
E2F3	0.461145
E2F4	26.311850
E2F5	1.966455
E2F6	2.024565
E2F7	0.044670
E2F8	0.014990
E4F1	26.863300
EBF1	1.229000
EGR1	42.874600
EGR2	0.206382
EGR3	0.946467
EGR4	0.298150
EHF	5.230200
ELF1	7.061220
ELF2	4.805795
ELF3	157.316600
ELF4	0.704291
ELF5	0.050689
ELK1	4.381400
ELK3	1.620400
ELK4	2.542890
EMX1	0.140735
EMX2	0.062839
EN1	0.015005
EN2	0.006626
EOMES	0.032213
EP300	3.515890
EPAS1	24.254650
ERF	21.816750
ERG	1.297032
ESR1	0.685399
ESR2	0.185806
ESRRA	23.248050
